,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
1739,MEX84889,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Texcoco,,Texcoco de Mora,19.5134,-98.8815,1,La Silla Rota,National,"On 8 March 2024, in Texcoco de Mora, Mexico, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Protesters placed banners on university campus to demand gender equality.",0,crowd size=no report,1710202846
1740,MEX84897,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Tultitlan,,Tultitlan de Mariano Escobedo,19.6475,-99.1692,1,El Proceso,National,"On 8 March 2024, in Tultitlan de Mariano Escobedo, Mexico, residents of seven neighborhoods protested to demand the intervention of authorities to protect the environment and prevent further logging in the area.",0,crowd size=no report,1710202846
1741,MEX84905,2024-03-08,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Indigenous Group (Mexico); Labor Group (Mexico); Students (Mexico); Women (Mexico),Rioters,Civilians (Mexico),Journalists (Mexico),Civilians,Rioters-Civilians,,484,North America,Mexico,Michoacan de Ocampo,Morelia,,Morelia,19.7034,-101.1920,1,La Voz de Michoacan; Milenio; MiMorelia,Subnational-National,"On 8 March 2024, in Morelia, Michoacan de Ocampo, hundreds of women, indigenous women, students and labor union members, among other, demonstrated on International Women's Day to demand justice and gender equality as well as respect for women's rights. Demonstrators broke windows of public institutions and private companies during the march. Also, some rioters whose faces were covered attacked a group of reporters and sprayed glue onto them. In another incident, demonstrators prevented a reporter from filming and pushed her.",0,crowd size=hundreds; local administrators,1710202846
1742,MEX84906,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Morelia,,Morelia,19.7034,-101.1920,1,La Jornada,National,"On 8 March 2024, in Morelia, Michoacan de Ocampo, employees of the Michoacan University of San Nicolas de Hidalgo (UMSNH) protested to demand support from the President about at least 400 employees who lack social benefits.",0,crowd size=no report,1710202846
1743,MEX84930,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Nuevo Leon,Monterrey,,Monterrey,25.6647,-100.3110,1,El Proceso; La Silla Rota,National,"On 8 March 2024, in Monterrey, Nuevo Leon, more than 20,000 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. At the end of the demonstration, demonstrators set a bonfire and caused minor damages to the metal fences.",0,"crowd size=more than 20,000",1710202847
1744,MEX84942,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Atlixco,,Atlixco,18.9088,-98.4342,1,E-Consulta,Subnational,"On 8 March 2024, in Atlixco, Pueblo, more than 600 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=more than 600,1710202847
1745,MEX84945,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Izucar de Matamoros,,Izucar de Matamoros,18.6022,-98.4654,1,E-Consulta,Subnational,"On 8 March 2024, in Izucar de Matamoros, Pueblo, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1746,MEX84956,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Tehuacan,,Tehuacan,18.4622,-97.3920,1,E-Consulta,Subnational,"On 8 March 2024, in Tehuacan, Puebla, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1747,MEX84960,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Quintana Roo,Benito Juarez,,Cancun,21.1614,-86.8248,1,La Verdad,National,"On 8 March 2024, in Cancun, Quintana Roo, more than 2,500 women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=more than 2500,1710202847
1748,MEX84968,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),PAN: National Action Party; PAS: Sinaloan Party; PRD: Party of the Democratic Revolution; PRI: Institutional Revolutionary Party; Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Culiacan,,Culiacan Rosales,24.8088,-107.3940,1,El Sol de Sinaloa; Riodoce,Subnational,"On 8 March 2024, in Culiacan Rosales, Sinaloa, more than 4000 women marched on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Members of the PRI, PAN, PRD and PAS joined in the march.",0,crowd size=more than 4000,1710202847
1749,MEX84969,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Culiacan,,Culiacan Rosales,24.8088,-107.3940,1,Riodoce,Subnational,"On 8 March 2024, in Culiacan Rosales, Sinaloa, cattle ranchers protested outside the government palace to demand the dismissal of the president of the Sinaloa Regional Livestock Union accused of lack of results or support to cattle ranchers.",0,crowd size=no report,1710202847
1750,MEX84971,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Escuinapa,,Escuinapa de Hidalgo,22.8317,-105.7789,1,Noroeste,Subnational,"On 8 March 2024, in Escuinapa de Hidalgo, Sinaloa, women and members of different collectives protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1751,MEX84976,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Mazatlan,,Mazatlan,23.2003,-106.4222,1,Noroeste,Subnational,"On 8 March 2024, in Mazatlan, Sinaloa, women and members of different collectives protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1752,MEX84979,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Rosario,,El Rosario,22.9909,-105.8540,1,Noroeste,Subnational,"On 8 March 2024, in El Rosario, Sinaloa, women and members of different collectives protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1753,MEX84980,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sonora,Cajeme,,Ciudad Obregon,27.4965,-109.9327,1,Milenio,National,"On 8 March 2024, in Ciudad Obregon, Sonora, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1754,MEX84981,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sonora,Guaymas,,Heroica Guaymas,27.9233,-110.8892,1,Milenio,National,"On 8 March 2024, in Heroica Guaymas, Sonora, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1755,MEX84983,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.9590,1,La Silla Rota,National,"On 8 March 2024, in Hermosillo, Sonora, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1756,MEX84985,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sonora,Nogales,,Heroica Nogales,31.3259,-110.9458,1,Milenio,National,"On 8 March 2024, in Heroica Nogales, Sonora, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1757,MEX84993,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Matamoros,,Heroica Matamoros,25.8799,-97.5048,1,Milenio,National,"On 8 March 2024, in Heroica Matamoros, Tamaulipas, close to 1000 women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=close to 1000,1710202847
1758,MEX84996,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Nuevo Laredo,,Nuevo Laredo,27.4863,-99.5085,1,Milenio,National,"On 8 March 2024, in Nuevo Laredo, Tamaulipas, women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1759,MEX84998,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,Hoy Tamaulipas,Subnational,"On 8 March 2024, in Reynosa, Tamaulipas, hundreds of women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=hundreds,1710202847
1760,MEX85001,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),LGBTQ+ (Mexico); Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Tampico,,Tampico,22.2161,-97.8584,1,Hoy Tamaulipas,Subnational,"On 8 March 2024, in Tampico, Tamaulipas, 2,000 women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Relatives of a LGBTQ+ community member who was killed joined the protest to demand justice.",0,crowd size=2000,1710202847
1761,MEX85003,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Victoria,,Ciudad Victoria,23.7311,-99.1513,1,Hoy Tamaulipas; Milenio,Subnational-National,"On 8 March 2024, in Ciudad Victoria, Tamaulipas, around 500 women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=around 500,1710202847
1762,MEX85004,2024-03-08,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Rioters,Police Forces of Mexico (2018-),Civilians (Mexico); Journalists (Mexico),State forces,State forces-Rioters,,484,North America,Mexico,Tlaxcala,Tlaxcala,,Tlaxcala de Xicohtencatl,19.3166,-98.2376,1,E-Consulta; Milenio,National,"On 8 March 2024, in Tlaxcala de Xicohtencatl, Tlaxcala, women demonstrated on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Demonstrators attacked a reporter working for Milenio with water and chlorine and hit the reporter in the head. Demonstrators attempted to climb the metal fences surrounding the government palace leading to confrontations between demonstrators and police. Five people were injured as a result.",0,crowd size=no report,1710202847
1763,MEX85008,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Agua Dulce,,Agua Dulce,18.1383,-94.1472,1,Milenio,National,"On 8 March 2024, in Agua Dulce, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1764,MEX85010,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Boca del Rio,,Boca del Rio,19.1054,-96.1067,1,Milenio,National,"On 8 March 2024, in Boca del Rio, Veracruz de Ignacio de la Llave, more than 2,000 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=more than 2000,1710202847
1765,MEX85012,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Coatzacoalcos,,Coatzacoalcos,18.1379,-94.4530,1,Milenio,National,"On 8 March 2024, in Coatzacoalcos, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1766,MEX85014,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Cordoba,,Cordoba,18.8944,-96.9353,1,Milenio,National,"On 8 March 2024, in Cordoba, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1767,MEX85016,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,,Ixhuatlan del Sureste,18.0211,-94.3875,1,Milenio,National,"On 8 March 2024, in Ixhuatlan del Sureste, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1768,MEX85020,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Minatitlan,,Minatitlan,17.9910,-94.5484,1,Milenio,National,"On 8 March 2024, in Minatitlan, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1769,MEX85024,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Ozuluama de Mascarenas,,Ozuluama de Mascarenas,21.6600,-97.8501,1,Milenio,National,"On 8 March 2024, in Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave, around 500 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=about 500,1710202847
1770,MEX85037,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Yucatan,Merida,,Merida,20.9672,-89.6244,1,La Verdad,National,"On 8 March 2024, in Merida, Yucatan, women and activists protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1710202847
1771,MEX85241,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Baja California,Ensenada,,Ensenada,31.8089,-116.5951,1,Zeta Tijuana,Subnational,"On 8 March 2024, in Ensenada, Baja California, women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=no report,1710803241
1772,MEX85242,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Coahuila de Zaragoza,Frontera,,Frontera,26.9261,-101.4494,1,La Prensa de Monclova,Subnational,"On 8 March 2024, in Frontera, Coahuila de Zaragoza, women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=no report,1710803241
1773,MEX85243,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Coahuila de Zaragoza,Saltillo,,Saltillo,25.4217,-100.9997,1,La Prensa de Monclova,Subnational,"On 8 March 2024, in Saltillo, Coahuila de Zaragoza, around 5000 women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=around 5000,1710803241
1774,MEX85244,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Jalisco,Colotlan,,Colotlan,22.1172,-103.2647,1,Milenio,National,"On 8 March 2024, in Colotlan, Jalisco, hundreds of women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=hundreds,1710803241
1775,MEX85245,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Jalisco,Puerto Vallarta,,Puerto Vallarta,20.6136,-105.2272,1,Milenio,National,"On 8 March 2024, in Puerto Vallarta, Jalisco, around 2000 women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=around 2000,1710803241
1776,MEX85246,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Jalisco,San Gabriel,,San Gabriel,19.7439,-103.7664,1,Milenio,National,"On 8 March 2024, in San Gabriel, Jalisco, hundreds of women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,crowd size=hundreds,1710803241
1777,MEX85301,2024-03-08,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Rioters,Rioters (Mexico),,Rioters,Rioters-Rioters,,484,North America,Mexico,Hidalgo,Pachuca de Soto,,Pachuca de Soto,20.1224,-98.7370,1,Milenio,National,"On 8 March 2024, in Pachuca de Soto, Hidalgo, women joined nationwide demonstrations to commemorate International Women's Day and to demand justice for femicides and more safety for women. A car driver intervened and assaulted demonstrators by kicking a woman. Demonstrators reacted by throwing objects at the car and hitting the man.",0,crowd size=no report,1710803241
1778,MEX85019,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),LGBTQ+ (Mexico); Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Veracruz,,Veracruz,19.1799,-96.1356,1,La Silla Rota,National,"On 8 March 2024, in Veracruz, Veracruz de Ignacio de la Llave, hundreds of women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. The protest was joined by members of the LGBTQ+ community.",0,crowd size=hundreds,1712100279
1779,MEX85247,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Jalisco,Tonala,,Tonala,20.6233,-103.2456,1,Milenio,National,"On 8 March 2024, in Tonala, Jalisco, more than 50,000 women joined nationwide protests to commemorate International Women's Day and to demand justice for femicides and more safety for women.",0,"crowd size=50,000",1712617351
1780,MEX84940,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Ajalpan,,Ciudad de Ajalpan,18.3783,-97.2594,1,E-Consulta,Subnational,"On 8 March 2024, in Ciudad de Ajalpan, Puebla, residents protested and blocked the Tehuacan-Teotitlan highway to demand the execution of public works including classrooms in schools, roads and other projects.",0,crowd size=no report,1713223322
1781,MEX84893,2024-03-08,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Rioters,Police Forces of Mexico (2018-),,State forces,State forces-Rioters,,484,North America,Mexico,Mexico,Toluca,,Toluca de Lerdo,19.2935,-99.6573,1,La Silla Rota,National,"On 8 March 2024, in Toluca de Lerdo, Mexico, women and members of different organizations demonstrated on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. One group of demonstrators attempted to attack the government palace and there was a clash with police close to the entrance. Five women and one girl were injured as a result.",0,crowd size=no report,1713830565
1782,MEX84894,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Toluca,,Toluca de Lerdo,19.2935,-99.6573,1,Milenio,National,"On 8 March 2024, in Toluca de Lerdo, Mexico, approximately 100 health workers of the Regional General Hospital 220 protested to denounce the lack of supplies, medicine, and infrastructure to attend to patients in the hospital.",0,crowd size=approximately 100,1713830565
1783,MEX84937,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Oaxaca,San Pedro Mixtepec -Dto. 22,,Puerto Escondido,15.8710,-97.0757,1,Milenio,National,"On 8 March 2024, in Puerto Escondido, Oaxaca, tens of women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. The demonstration was organized by the Puerto Escondido Feminist Collective.",0,crowd size=tens,1714434399
1784,MEX84935,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CNTE: National Coordination of Education Workers; Teachers (Mexico); Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Oaxaca,Oaxaca de Juarez,,Oaxaca de Juarez,17.0600,-96.7255,1,E-Consulta; La Jornada; La Silla Rota,National,"On 8 March 2024, in Oaxaca de Juarez, Oaxaca, hundreds of women, teachers, and members of the CNTE protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Women removed protection surrounding the government palace and set a bonfire.",0,crowd size=hundreds,1715049544
1785,MEX85026,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,,Poza Rica de Hidalgo,20.5341,-97.4436,1,Milenio,National,"On 8 March 2024, in Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1715049544
1786,MEX84855,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Journalists (Mexico); Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 8 March 2024, in Chilpancingo de los Bravo, Guerrero, more than 1000 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. Women journalists joined the protests from different outlets to demand respect for the work of journalists.",0,crowd size=more than 1000,1715641794
1787,MEX84856,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 8 March 2024, in Chilpancingo de los Bravo, Guerrero, normal rural students protested to demand justice after two fellow student were killed during a confrontation with police officers the day before.",0,crowd size=no report,1715641794
1788,MEX84859,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Tlapa de Comonfort,,Tlapa de Comonfort,17.5469,-98.5821,1,El Sol de Acapulco,Subnational,"On 8 March 2024, in Tlapa de Comonfort, Guerrero, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1716850493
1789,MEX84814,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.8140,1,Zona Franca,Subnational,"On 8 March 2024, in Celaya, Guanajuato, family members protested outside the municipal presidency to demand the dismissal of the state attorney and justice for the death of a woman who was killed inside a store.",0,crowd size=no report,1719274855
1790,MEX84815,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.8140,1,La Silla Rota,National,"On 8 March 2024, in Celaya, Guanajuato, 60 patients and their families protested at the Social Security State Institute clinic to denounce the suspension of hemodialysis treatment. Protesters demanded solutions and answers from the clinic.",0,crowd size=60,1719274855
1791,MEX84959,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Queretaro,Queretaro,,Santiago de Queretaro,20.5934,-100.3900,1,E-Consulta; Milenio,National,"On 8 March 2024, in Santiago de Queretaro, Queretaro, more than 5000 women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=more than 5000,1719274855
1792,MEX85022,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Misantla,,Misantla,19.9272,-96.8541,1,Imagen del Golfo,Subnational,"On 8 March 2024, in Misantla, Veracruz de Ignacio de la Llave, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1719274855
1793,MEX84816,2024-03-08,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Rioters,Civilians (Mexico),,Civilians,Rioters-Civilians,,484,North America,Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.8140,1,Milenio,National,"On 8 March 2024, in Celaya, Guanajuato, women demonstrated on International Women's Day to demand justice, an end to femicides as well as respect for women's rights. One man was attacked during the demonstration after he attempted to prevent demonstrators from painting the municipal presidency.",0,crowd size=no report,1719274855
1794,MEX84951,2024-03-08,2024,1,Demonstrations,Protests,Protest with intervention,Protesters (Mexico),Women (Mexico),Protesters,Police Forces of Mexico (2018-),,State forces,State forces-Protesters,,484,North America,Mexico,Puebla,Puebla,,Heroica Puebla de Zaragoza,19.0440,-98.1975,1,E-Consulta,Subnational,"On 8 March 2024, in Heroica Puebla de Zaragoza, Puebla, approximately 600 women and activists protested on International Women's Day to demand justice for missing persons as well as respect for women's rights. Police officers intervened with water canons close to the municipal palace to disperse the protesters.",0,crowd size=approximately 600,1719274856
1795,MEX84952,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Puebla,,Heroica Puebla de Zaragoza,19.0440,-98.1975,1,E-Consulta,Subnational,"On 8 March 2024, in Heroica Puebla de Zaragoza, Puebla, residents and merchants of Agua Santa protested to denounce extortion by groups that seek to control informal sales and to demand government support.",0,crowd size=no report,1719274856
1796,MEX85196,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Puebla,,Heroica Puebla de Zaragoza,19.0440,-98.1975,1,E-Consulta,Subnational,"On 8 March 2024, in Heroica Puebla de Zaragoza, Puebla, residents and merchants of Agua Santa protested against extortion payment they are exposed to by armed groups in the neighborhood.",0,crowd size=no report,1719274856
1797,MEX84957,2024-03-08,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Tepeaca,,Tepeaca,18.9661,-97.9054,1,E-Consulta,Subnational,"On 8 March 2024, in Tepeaca, Puebla, women protested on International Women's Day to demand justice, an end to femicides as well as respect for women's rights.",0,crowd size=no report,1719876472
